"SLFCHG01","SLFCHG02","SLFCHG03","SLFCHG04","SLFCHG09","CSSRAT01","CSSRAT07","SUCCESS4","SUCCESS7","SATIS13","SATIS01","SATIS02","SATIS07","SATIS15","SATIS25","SATIS28","CSSRAT16","GENACT05","COLACT19","COLACT17","FATHEDUC","MOTHEDUC","RACEGROUP","UndrRepStud_RC","FINCON_RC","FirstGen_RC","INCOME","HSGPA","CITIZEN","PLANLIVE","DSstud_RC","SIFRAT01","SIFRAT07","SIFMAJA","CSSHPW01","CSSHPW02","CSSHPW03","CSSHPW05","CSSHPW08","COLLGPA","Success_Latent","HistDisadv_fs"
5,4,5,4,4,3,3,3,2,3,4,4,4,3,4,5,4,2,1,2,6,6,3,1,0,1,10,6,2,1,1,4,4,8,4,5,8,5,1,4,0.0437666564572614,-0.0105484618161797
4,4,4,3,4,4,4,2,3,2,4,5,5,2,5,4,2,2,1,1,5,6,2,0,2,1,8,7,2,3,1,5,5,2,3,7,5,4,1,5,-0.297088611476105,0.285446568274311
5,5,5,5,5,4,5,3,3,4,4,5,3,4,4,4,4,3,1,1,6,6,3,1,1,1,12,4,2,3,1,3,3,13,6,6,6,1,1,6,0.41816368219865,-0.212462042455848
5,5,5,5,5,4,5,3,3,3,5,4,5,5,4,4,5,3,1,2,7,6,4,1,2,1,9,7,2,3,1,4,5,8,6,7,4,4,3,4,0.41816368219865,0.260155048097103
5,4,4,4,4,4,4,3,2,3,4,3,4,3,3,4,4,2,1,1,6,6,4,1,0,1,10,6,2,3,1,4,4,3,7,6,4,3,3,4,-0.140488137621743,-0.0105484618161797
4,4,5,4,4,4,4,3,3,3,3,1,4,2,4,3,4,3,1,2,6,8,1,0,1,0,9,7,2,3,1,4,4,15,5,6,5,5,5,5,-0.301184460322696,0.0225048686687753
4,4,5,4,4,4,4,3,3,4,4,3,5,3,4,4,3,2,1,2,6,8,1,0,0,0,13,8,2,3,1,4,4,3,7,6,5,5,3,4,-0.140488137621743,-0.614086498364169
4,4,4,4,4,5,3,3,3,4,4,3,4,3,5,4,4,2,1,1,6,8,1,0,0,0,13,6,2,3,1,4,4,3,5,6,7,8,1,4,-0.140488137621743,-0.614086498364169
4,4,4,4,4,5,5,3,2,4,5,5,5,3,5,4,3,3,1,2,7,8,1,0,0,0,14,7,2,3,1,4,5,12,8,8,5,6,3,5,-0.140488137621743,-0.843756252641169
5,4,5,5,4,5,3,3,3,2,2,1,5,2,5,3,5,1,1,1,7,8,1,0,0,0,14,6,2,3,1,4,4,8,4,6,5,4,5,5,-0.301184460322696,-0.843756252641169
4,4,4,4,4,5,5,2,3,5,4,5,4,5,4,5,4,2,1,1,8,6,1,0,1,0,12,6,2,3,1,5,4,7,7,8,7,3,4,6,-0.116465254366549,-0.377238302940992
4,4,4,4,4,4,3,2,2,4,4,4,4,3,1,4,3,1,1,1,8,6,1,0,1,0,11,8,2,3,1,5,4,9,6,7,8,3,2,6,-0.297088611476105,-0.220976828316849
3,4,5,5,3,5,5,3,3,5,5,3,4,4,5,5,5,1,1,2,8,7,1,0,1,0,11,8,2,3,1,5,5,8,4,6,8,4,4,5,-0.214778948807454,-0.220976828316849
5,5,5,4,4,4,4,3,3,5,4,5,4,4,4,5,3,2,1,1,8,6,1,0,0,0,12,8,2,3,1,5,5,7,6,5,4,2,3,5,0.334847517274045,-0.463892244133779
4,4,4,4,4,4,4,3,2,4,5,4,4,4,3,4,3,2,1,1,3,5,2,0,1,1,4,8,2,3,1,4,4,3,5,6,5,2,3,6,-0.140488137621743,0.557034603363158
5,5,4,5,4,5,5,3,2,2,4,4,3,2,4,3,5,2,1,2,7,8,1,0,1,0,12,7,2,3,1,4,5,16,3,5,8,6,3,5,-0.018132364969469,-0.377238302940992
4,4,3,4,3,4,4,2,3,4,4,4,4,4,4,4,4,3,1,2,6,8,1,0,1,0,12,7,2,3,1,4,4,15,6,7,7,4,3,4,-0.538935226006102,-0.377238302940992
5,4,4,5,5,4,5,3,3,4,4,4,4,4,4,5,4,2,1,2,6,8,1,0,1,0,11,7,2,3,1,4,5,12,7,6,5,5,4,5,0.310772166726024,-0.220976828316849
5,4,5,5,4,5,5,3,3,5,5,1,5,5,5,5,5,2,1,2,6,8,1,0,1,0,12,7,2,3,1,4,5,15,6,7,6,5,5,6,0.0437666564572614,-0.377238302940992
5,5,5,5,5,4,4,3,3,5,5,3,4,5,5,4,4,2,1,2,3,5,3,1,1,1,9,6,2,3,1,3,4,15,5,5,8,1,3,5,0.41816368219865,0.179447991521837
5,5,5,5,4,5,5,3,3,5,5,5,4,5,5,5,3,2,1,1,7,8,1,0,0,0,11,8,2,3,1,4,4,16,6,7,8,7,2,6,0.334847517274045,-0.304165128469162
4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,2,1,6,6,2,0,1,1,11,6,2,3,1,4,3,3,8,8,7,7,4,5,-0.442314392425743,-0.134696052042707
2,3,5,4,4,5,5,3,2,2,2,4,3,5,4,4,4,2,1,2,6,6,2,0,1,1,12,7,1,3,1,5,5,12,8,7,6,4,8,5,-0.442314392425743,-0.185227666017819
5,5,5,5,5,4,4,3,3,5,4,3,4,4,5,5,4,2,1,2,8,8,2,0,0,0,8,7,2,3,1,4,4,4,6,5,6,2,3,4,0.637666740782074,0.0365191211467845
5,5,5,4,3,5,5,3,3,4,4,4,4,4,5,5,3,2,1,2,8,5,3,1,1,0,11,8,2,3,1,4,4,15,5,7,4,1,4,6,0.0627945065722492,-0.146539156215324
4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,2,1,1,5,5,3,1,1,1,8,8,2,3,1,4,4,3,6,6,6,6,4,5,-0.140488137621743,0.273687862489331
5,5,5,5,5,4,5,2,2,4,4,4,4,4,4,4,4,2,1,2,5,5,3,1,2,1,10,8,2,3,1,4,5,2,8,8,4,3,3,6,0.241054132372064,0.152515441215055
4,4,4,4,4,4,4,3,3,4,5,1,4,4,4,5,3,2,1,2,8,8,2,0,0,0,14,8,2,3,1,4,4,5,7,6,7,6,4,5,0.0437666564572614,-0.843756252641169
5,5,5,5,5,4,5,3,3,5,4,3,4,4,5,5,4,3,1,1,5,5,3,1,1,1,11,5,2,3,1,3,4,7,7,6,5,5,3,4,0.637666740782074,-0.0608042369693879
4,4,4,4,5,4,3,3,3,4,4,3,4,4,4,4,3,1,1,1,5,6,2,0,1,1,7,5,2,3,2,4,4,9,5,5,5,2,2,5,0.120118371760654,0.30575840803601
5,5,5,5,5,5,5,3,3,5,5,4,5,5,5,5,5,2,1,2,6,5,3,1,0,1,11,8,2,4,1,4,5,3,6,5,6,3,2,4,0.637666740782074,-0.142574883985761
4,5,5,5,5,4,4,2,2,5,3,4,4,3,4,4,3,3,1,2,6,5,4,1,0,1,12,6,2,5,1,4,4,5,5,6,4,3,3,5,0.241054132372064,-0.296352077561426
4,5,5,5,5,4,4,3,3,5,5,3,5,4,5,5,4,2,1,2,5,5,3,1,2,1,11,7,2,3,1,4,5,8,5,7,6,4,5,6,0.637666740782074,0.022224968092253
5,5,5,5,4,5,5,3,3,5,4,1,5,5,5,5,2,3,1,2,4,6,1,0,2,1,10,8,2,3,1,4,4,13,8,1,5,2,2,6,0.334847517274045,0.0816160839865638
5,5,5,4,4,4,5,3,3,4,5,4,5,5,4,4,5,2,1,1,4,6,1,0,2,1,8,8,2,3,1,4,4,4,7,7,5,1,1,5,0.145675190540327,0.285446568274311
4,4,4,4,3,3,5,3,3,4,4,4,4,3,4,4,3,2,1,1,4,7,1,0,2,1,10,8,2,3,1,4,5,4,6,7,5,3,2,6,-0.391208831407869,0.0816160839865638
4,4,4,4,3,4,5,2,3,5,4,4,4,5,2,4,4,2,1,1,5,6,1,0,2,1,10,8,2,3,1,4,4,15,4,7,8,5,1,4,-0.538935226006102,0.0816160839865638
4,5,5,4,4,4,3,3,3,3,4,5,5,4,4,5,3,1,1,1,8,6,2,0,0,0,11,6,2,3,1,5,3,5,4,6,5,3,5,5,0.334847517274045,-0.304165128469162
4,4,5,4,4,4,5,2,3,3,2,3,3,3,4,3,5,3,1,2,8,8,1,0,1,0,9,7,2,3,1,4,5,7,5,7,4,4,2,4,-0.452292440038533,0.0225048686687753
4,4,4,2,4,5,5,3,3,2,4,3,4,2,3,3,5,2,1,2,8,8,1,0,2,0,10,6,2,3,1,4,5,4,3,5,4,4,2,5,-0.301184460322696,-0.00557003233219753
5,5,5,5,4,5,5,3,3,4,4,5,3,3,4,4,5,2,1,2,8,8,1,0,1,0,10,6,2,3,1,4,4,4,8,6,7,6,1,5,0.145675190540327,-0.0881677625314974
5,4,5,4,4,4,4,3,3,3,5,3,4,2,3,3,4,2,1,1,7,5,3,1,1,1,10,7,2,3,1,4,4,4,5,7,4,3,1,4,-0.301184460322696,0.0704993261119914
5,5,5,5,5,4,5,3,3,4,4,4,5,1,4,4,5,2,1,1,6,8,2,0,1,0,11,7,2,3,1,4,4,16,7,5,5,1,1,5,0.41816368219865,-0.220976828316849
4,4,5,4,3,3,4,3,3,4,4,4,4,3,4,4,3,2,1,1,5,6,2,0,1,1,8,5,2,3,1,3,4,15,4,6,5,3,3,6,-0.391208831407869,0.204267042378157
5,5,5,5,4,4,3,3,3,3,4,4,4,3,1,4,3,3,1,1,3,5,1,0,1,1,11,7,2,3,1,4,5,13,8,7,8,6,3,5,0.145675190540327,-0.134696052042707
5,5,5,5,5,4,5,2,3,3,5,2,4,3,4,5,4,2,1,2,8,6,1,0,1,0,12,6,2,3,1,3,5,15,5,5,4,4,4,4,0.436069280573343,-0.377238302940992
4,4,4,4,5,3,4,3,3,4,4,2,4,4,3,4,3,1,1,1,6,3,1,0,1,1,11,6,2,3,1,4,4,4,4,7,6,1,4,5,0.120118371760654,-0.134696052042707
4,4,4,4,3,3,3,2,2,2,3,3,4,3,4,4,3,2,1,1,6,3,1,0,1,1,12,6,2,3,1,4,4,3,5,6,8,5,4,4,-0.538935226006102,-0.289792057377972
5,5,5,5,5,3,3,2,2,5,5,5,5,5,5,5,3,2,1,2,6,6,2,0,2,1,10,4,2,3,1,3,3,15,5,7,3,1,1,4,0.436069280573343,0.0816160839865638
5,5,5,5,5,3,4,3,3,4,3,3,2,2,5,4,4,2,1,2,4,5,1,0,1,1,9,5,2,3,1,3,5,7,3,7,8,3,4,4,0.41816368219865,0.109350976717088
4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,2,1,2,4,4,1,0,0,1,7,4,2,5,1,3,3,15,4,5,7,5,3,4,-0.140488137621743,0.224438205339364
4,4,4,4,4,5,5,2,3,2,2,3,3,2,2,3,4,3,1,2,7,5,1,0,1,1,11,8,2,3,1,5,4,3,4,5,5,4,3,5,-0.452292440038533,-0.134696052042707
4,3,5,3,4,4,4,2,3,4,4,5,3,4,4,4,4,3,1,1,5,5,1,0,1,1,5,7,2,3,1,4,5,7,5,7,5,4,1,5,-0.582996163355402,0.472701504546702
5,5,5,5,5,5,5,3,3,5,5,4,5,5,5,5,3,3,1,1,5,6,1,0,1,1,10,8,2,3,1,5,5,13,4,8,8,5,1,6,0.637666740782074,-0.00146511699557332
4,4,5,4,5,5,4,3,3,4,4,5,4,4,4,4,4,2,1,2,5,6,1,0,0,1,9,8,2,3,1,5,5,12,5,6,5,2,1,6,0.120118371760654,0.028577510740705
5,4,5,4,4,4,4,2,3,3,4,4,4,2,4,4,3,3,1,2,5,6,1,0,1,1,11,8,2,3,1,4,5,15,5,7,8,1,1,5,-0.297088611476105,-0.134696052042707
4,4,5,4,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,1,5,6,1,0,0,1,12,8,2,3,1,4,5,3,4,6,6,4,1,5,-0.140488137621743,-0.375607980676616
4,4,4,5,4,4,4,3,3,4,4,4,4,4,4,4,4,2,1,1,8,8,2,0,1,0,12,7,2,3,1,4,4,13,5,4,6,5,2,6,-0.140488137621743,-0.377238302940992
5,5,4,5,5,5,5,3,3,4,4,2,5,5,5,5,4,3,1,1,5,4,1,0,1,1,8,8,2,3,1,5,5,2,7,5,6,5,1,5,0.637666740782074,0.204267042378157
5,5,5,5,5,4,5,2,2,5,5,5,4,2,5,5,5,2,1,1,5,4,1,0,1,1,7,8,2,3,1,5,5,4,4,5,5,2,1,5,0.436069280573343,0.30575840803601
5,4,5,5,4,4,3,3,3,5,4,3,4,5,5,5,4,3,1,1,5,6,1,0,1,1,10,7,2,3,1,4,4,4,5,4,6,1,1,5,0.0437666564572614,-0.00146511699557332
5,4,5,4,3,4,3,2,1,4,4,4,5,3,3,5,3,2,1,2,5,6,1,0,1,1,9,7,2,3,1,4,4,3,4,4,6,3,2,5,-0.364464263153073,0.109350976717088
5,4,5,4,4,4,4,3,3,5,5,5,5,3,5,5,5,2,1,1,5,6,1,0,0,1,7,7,2,3,1,4,5,9,3,6,8,3,3,4,0.0437666564572614,0.224438205339364
5,4,5,5,4,4,5,3,3,4,4,3,4,2,3,4,4,3,1,2,6,7,1,0,0,1,12,5,2,3,1,3,5,15,6,4,5,3,5,5,-0.140488137621743,-0.375607980676616
5,4,5,5,4,4,4,2,3,4,3,3,4,3,4,4,4,1,1,2,6,6,1,0,1,1,11,4,2,3,1,3,4,11,6,6,6,4,4,3,-0.297088611476105,-0.134696052042707
4,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,2,2,1,2,6,6,1,0,1,1,12,5,2,3,1,3,3,3,3,5,5,4,2,4,-0.297088611476105,-0.289792057377972
4,5,5,5,5,4,5,3,3,4,4,3,5,4,5,5,5,3,1,2,6,6,1,0,1,1,12,4,2,3,1,3,3,4,4,6,7,8,1,5,0.637666740782074,-0.289792057377972
4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,2,1,2,6,6,1,0,0,1,12,4,2,3,1,3,4,12,4,5,6,5,3,4,-0.301184460322696,-0.375607980676616
5,4,5,5,5,4,4,3,3,5,3,3,4,2,4,5,2,2,1,1,4,6,1,0,1,1,11,6,2,3,1,3,3,16,4,5,6,6,4,5,0.310772166726024,-0.134696052042707
5,5,5,5,4,5,4,3,3,4,4,4,5,4,5,4,2,2,1,1,8,8,1,0,0,0,12,8,2,3,1,4,4,9,7,5,5,5,1,5,0.145675190540327,-0.463892244133779
5,5,5,5,4,4,3,3,3,5,5,4,5,5,5,5,4,2,1,1,5,6,1,0,1,1,9,6,2,3,1,3,4,4,4,5,8,4,2,5,0.334847517274045,0.109350976717088
4,4,4,4,4,3,4,2,3,3,4,4,4,5,4,5,3,3,1,1,5,6,1,0,1,1,7,6,2,3,1,3,4,16,5,6,5,1,3,4,-0.116465254366549,0.30575840803601
5,3,5,4,4,4,4,3,2,5,4,3,5,3,5,4,4,2,1,2,5,6,1,0,1,1,8,7,2,3,1,4,4,7,8,7,4,2,4,4,-0.442314392425743,0.204267042378157
4,4,5,4,5,4,4,2,3,5,3,3,3,2,3,4,4,3,1,2,5,6,1,0,1,1,10,8,2,3,1,4,5,2,6,6,6,5,1,5,-0.041180761757672,-0.00146511699557332
5,4,5,5,5,4,4,2,3,4,4,5,5,5,5,5,3,2,1,1,4,6,1,0,1,1,12,8,2,3,1,5,5,2,8,5,5,1,3,5,0.14050272419661,-0.289792057377972
5,4,5,5,5,3,3,3,3,4,5,3,4,2,5,5,3,2,1,2,7,6,1,0,1,1,14,6,2,3,1,4,3,16,7,8,7,6,2,5,0.310772166726024,-0.61967410681606
5,4,5,4,4,4,5,3,2,3,3,4,4,2,5,3,3,3,1,1,7,7,1,0,1,1,13,5,2,3,1,4,4,7,6,7,6,4,4,4,-0.301184460322696,-0.443241260909589
5,5,5,5,5,4,4,1,3,4,4,4,4,4,4,4,4,2,1,1,6,6,1,0,0,1,14,7,2,3,1,4,4,3,5,6,5,4,3,5,0.0746431384283489,-0.725980053113619
4,4,5,4,4,4,4,3,3,4,4,4,4,3,4,5,4,2,1,2,4,6,1,0,0,1,12,6,2,3,1,3,4,13,5,5,7,5,3,5,0.0437666564572614,-0.375607980676616
4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,2,1,1,8,6,1,0,0,0,12,5,2,3,1,3,5,6,5,5,5,5,5,4,-0.140488137621743,-0.463892244133779
4,4,4,4,4,3,4,2,3,3,4,4,3,4,4,4,3,3,1,1,8,6,1,0,1,0,11,6,2,3,1,3,3,16,6,5,7,3,2,4,-0.297088611476105,-0.220976828316849
3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,1,1,8,6,3,1,0,0,9,6,2,3,1,4,5,6,5,6,5,4,3,4,-0.928429599371156,0.0134318774595043
4,4,5,4,3,4,3,2,3,3,4,3,3,2,3,4,2,3,1,2,6,8,3,1,1,0,7,7,2,3,1,4,3,3,5,6,5,3,2,5,-0.538935226006102,0.28375086160652
4,5,5,5,3,5,4,3,3,4,5,5,5,2,2,4,5,1,1,1,6,8,3,1,0,0,9,7,2,3,1,4,3,14,5,6,6,3,2,4,-0.110296568749038,0.0134318774595043
5,4,5,4,4,4,4,2,3,3,4,3,3,3,2,5,4,2,1,2,3,3,2,0,2,1,1,8,2,3,1,4,3,1,6,8,8,5,4,5,-0.116465254366549,1.00332349028934
5,5,5,5,5,4,4,3,3,5,2,4,3,4,5,5,4,2,1,2,4,5,4,1,0,1,12,6,2,3,1,4,4,12,6,7,7,3,3,5,0.637666740782074,-0.296352077561426
4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,5,3,3,1,1,6,6,1,0,0,1,12,7,2,3,1,4,3,15,5,6,8,4,4,5,0.0437666564572614,-0.375607980676616
4,4,4,4,3,5,3,3,1,2,4,4,4,4,5,4,2,2,1,1,6,6,1,0,1,1,11,6,2,3,1,4,2,2,4,7,3,2,1,6,-0.391208831407869,-0.134696052042707
5,5,5,5,5,4,5,3,3,5,5,5,5,5,5,5,4,1,1,2,6,5,1,0,1,1,13,7,2,3,1,4,4,4,3,4,5,5,3,4,0.637666740782074,-0.443241260909589
5,5,5,5,3,4,4,2,3,5,4,4,5,5,5,5,4,2,1,1,6,5,1,0,0,1,14,6,2,3,1,4,4,7,8,8,4,2,4,4,-0.0883517171562233,-0.725980053113619
4,4,4,4,4,4,4,3,3,4,4,4,3,3,4,4,4,2,1,2,6,3,1,0,1,1,10,8,2,3,1,4,5,15,5,7,6,4,3,5,-0.140488137621743,-0.00146511699557332
5,4,5,4,4,4,4,3,3,4,5,3,5,4,4,5,4,2,1,1,6,3,1,0,1,1,9,7,2,3,1,4,4,8,6,5,8,5,4,5,0.0437666564572614,0.109350976717088
4,4,4,4,4,3,4,2,2,2,3,2,3,2,3,3,5,3,1,1,6,3,1,0,1,1,10,7,2,3,1,4,5,13,4,4,5,5,3,4,-0.452292440038533,-0.00146511699557332
5,5,5,5,5,5,5,3,3,5,5,4,5,5,5,5,4,3,1,2,6,3,1,0,0,1,10,6,2,4,1,4,5,13,7,5,8,5,5,5,0.637666740782074,-0.0834770608532479
5,4,4,4,5,4,5,3,3,5,4,3,4,4,3,4,4,3,1,1,6,3,1,0,1,1,10,8,2,3,1,4,5,3,5,7,8,5,1,5,0.120118371760654,-0.00146511699557332
4,5,5,5,4,5,4,3,1,2,2,3,2,2,2,4,2,1,1,2,6,3,1,0,1,1,8,7,2,3,1,4,5,11,5,6,7,5,2,6,0.145675190540327,0.204267042378157
4,4,4,4,4,4,4,2,3,4,4,4,4,2,1,5,4,1,1,1,6,3,1,0,0,1,10,7,2,3,1,4,5,4,5,6,4,3,3,4,-0.116465254366549,-0.0834770608532479
5,5,5,5,4,5,5,3,3,4,4,4,4,3,3,4,4,2,1,2,6,3,1,0,1,1,8,8,2,3,1,4,3,16,7,8,7,4,2,6,0.145675190540327,0.204267042378157
4,4,4,5,4,4,4,3,3,3,4,4,4,3,4,4,5,2,1,1,6,3,1,0,1,1,10,7,2,3,1,4,5,7,7,7,7,4,3,5,-0.140488137621743,-0.00146511699557332
5,5,5,5,5,3,3,3,3,5,5,3,4,5,4,4,3,2,1,2,7,3,1,0,2,1,9,7,2,3,1,4,5,3,8,3,8,1,1,5,0.41816368219865,0.19088375840534
5,5,5,5,4,4,5,3,3,3,3,4,4,4,4,5,4,3,1,2,7,5,1,0,1,1,11,8,2,3,1,5,4,13,7,6,5,2,2,6,0.334847517274045,-0.134696052042707
5,4,5,4,5,4,3,3,3,4,4,4,4,3,4,5,3,2,1,1,6,4,1,0,0,1,12,7,2,3,1,5,3,16,5,7,7,5,8,5,0.310772166726024,-0.375607980676616
4,3,5,4,4,5,4,3,3,5,4,3,4,3,4,5,3,2,1,1,6,5,1,0,0,1,12,8,2,3,1,5,5,16,7,6,5,4,3,6,-0.273506085269583,-0.375607980676616
5,5,4,5,5,4,4,3,3,5,5,5,5,5,5,5,4,3,1,1,6,4,1,0,0,1,12,7,2,3,1,5,4,13,3,4,5,3,3,4,0.637666740782074,-0.375607980676616
5,4,5,4,4,5,4,3,3,5,4,5,4,4,4,5,5,2,1,2,6,5,1,0,0,1,11,6,2,3,1,5,3,3,2,4,8,2,2,5,0.0437666564572614,-0.217804187793027
4,4,4,5,3,4,5,2,2,2,4,4,5,4,5,4,5,3,2,1,5,5,2,0,2,1,10,5,2,3,1,4,3,13,4,6,5,4,1,4,-0.538935226006102,0.0816160839865638
4,4,5,4,5,5,5,3,2,3,4,4,5,5,5,5,5,2,1,1,6,6,3,1,1,1,11,8,2,2,1,5,4,10,7,6,4,4,3,5,0.310772166726024,-0.0608042369693879
5,4,5,5,5,4,3,3,3,5,4,5,5,4,5,4,4,2,1,2,8,5,1,0,1,0,9,7,2,3,1,4,4,4,6,8,5,1,3,5,0.120118371760654,0.0225048686687753
5,4,4,3,4,4,5,3,3,3,4,3,3,3,3,3,5,2,1,2,8,8,3,1,2,0,11,7,2,3,1,4,5,3,6,6,8,5,2,5,-0.301184460322696,-0.0639007665714064
4,4,5,3,3,4,4,3,3,4,4,3,3,3,4,4,2,2,1,2,6,6,2,0,0,1,14,6,2,3,1,4,4,13,4,7,5,2,3,6,-0.391208831407869,-0.725980053113619
4,3,5,3,4,5,5,2,3,2,5,2,5,4,2,4,4,3,1,2,6,6,4,1,1,1,7,8,1,3,1,4,5,10,4,5,5,3,4,5,-0.582996163355402,0.458969844259584
5,4,5,3,5,4,4,3,3,3,4,3,5,2,4,4,4,3,1,1,6,6,1,0,1,1,7,7,2,3,1,5,4,10,5,8,5,1,1,6,0.120118371760654,0.30575840803601
4,4,5,5,5,5,4,3,3,5,4,4,4,4,1,5,3,3,1,1,6,6,1,0,0,1,9,8,2,3,1,5,4,5,6,5,5,1,4,6,0.310772166726024,0.028577510740705
5,5,5,5,5,4,3,3,2,4,1,4,5,5,5,4,2,2,1,1,6,6,1,0,1,1,8,8,2,3,1,5,4,13,7,5,5,5,8,5,0.41816368219865,0.204267042378157
5,5,5,5,4,4,4,2,3,3,5,4,5,4,4,4,4,3,1,1,6,6,1,0,0,1,10,7,2,3,1,5,4,15,5,6,6,3,5,4,-0.0132023596756852,-0.0834770608532479
4,4,4,4,5,4,5,2,2,2,4,3,4,3,4,4,4,2,1,1,6,6,1,0,0,1,10,7,2,3,1,5,5,15,8,7,6,3,1,5,-0.041180761757672,-0.0834770608532479
5,4,5,4,4,4,4,3,3,4,5,4,5,5,5,5,3,2,1,2,5,5,1,0,1,1,11,8,2,3,1,4,5,16,8,6,5,4,1,5,0.0437666564572614,-0.134696052042707
5,5,5,5,5,5,5,3,3,4,4,4,5,5,4,4,4,2,1,1,4,5,1,0,1,1,11,8,2,3,1,4,4,3,6,5,5,1,4,6,0.41816368219865,-0.134696052042707
5,4,5,5,4,4,3,3,3,5,4,3,5,5,4,5,4,2,1,1,5,5,1,0,0,1,12,8,2,3,1,4,4,15,6,6,7,2,3,5,0.0437666564572614,-0.375607980676616
3,3,3,3,3,5,5,2,2,4,4,3,4,3,4,5,5,1,1,2,6,3,2,0,1,1,8,8,1,3,1,4,4,2,4,4,4,4,4,5,-0.635105311237378,0.291855319655361
5,4,5,4,5,4,5,2,3,4,3,4,4,3,5,5,4,1,1,1,8,6,1,0,0,0,12,7,2,3,1,5,5,14,4,6,8,8,1,4,0.14050272419661,-0.463892244133779
5,5,5,5,5,5,5,3,3,4,4,3,5,4,4,5,4,2,1,2,8,6,1,0,0,0,12,6,2,3,1,5,4,9,6,6,6,4,1,5,0.637666740782074,-0.463892244133779
4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,5,4,2,1,2,5,5,2,0,1,1,9,8,2,3,1,5,3,14,5,6,5,1,5,6,0.0437666564572614,0.109350976717088
5,5,5,5,5,4,3,3,3,4,4,3,4,3,4,5,4,2,1,2,6,6,1,0,0,1,12,5,2,6,1,4,4,15,5,7,8,8,6,4,0.637666740782074,-0.375607980676616
5,5,5,4,5,4,5,3,3,5,5,5,5,5,5,5,3,3,1,1,6,6,1,0,1,1,11,7,2,3,1,4,5,7,8,7,6,5,2,6,0.637666740782074,-0.134696052042707
5,5,5,5,4,4,4,3,3,4,4,1,4,4,4,4,3,2,1,1,6,7,1,0,0,1,12,5,2,3,1,4,4,4,6,8,5,4,3,5,0.145675190540327,-0.375607980676616
4,4,4,4,4,4,4,3,3,5,4,3,4,4,4,4,4,2,1,2,6,6,1,0,0,1,12,6,2,1,1,4,4,3,4,6,7,3,1,5,-0.140488137621743,-0.375607980676616
5,4,5,4,5,4,4,3,2,4,5,5,4,4,5,5,3,3,1,2,6,8,1,0,1,0,11,8,2,3,1,5,5,2,5,6,5,2,4,6,0.310772166726024,-0.220976828316849
5,4,4,4,5,5,3,3,3,5,4,3,4,4,5,5,4,2,1,1,6,6,3,1,2,1,10,7,2,3,1,4,4,6,3,6,7,1,3,5,0.310772166726024,0.152515441215055
4,4,5,4,4,3,5,3,2,4,5,4,5,2,4,5,5,2,1,2,8,6,2,0,0,0,12,6,2,3,1,3,4,3,3,7,6,5,4,4,0.0437666564572614,-0.463892244133779
4,4,5,4,4,5,4,3,3,4,4,3,4,4,4,4,4,3,1,2,6,6,1,0,2,1,9,8,2,3,1,5,4,13,5,8,5,1,2,6,-0.140488137621743,0.19088375840534
4,4,5,5,5,5,5,3,3,4,4,4,4,4,4,4,3,2,1,1,6,6,1,0,1,1,9,8,2,3,1,5,5,2,7,7,5,3,3,6,0.120118371760654,0.109350976717088
4,4,4,4,4,3,3,3,3,4,3,3,2,4,4,3,3,2,1,2,6,6,1,0,1,1,9,8,2,3,1,5,4,16,4,7,4,1,2,5,-0.301184460322696,0.109350976717088
4,5,5,5,4,5,5,3,3,2,3,4,5,5,5,4,4,3,1,1,6,6,1,0,1,1,10,8,2,3,1,5,4,4,8,7,6,2,5,6,0.145675190540327,-0.00146511699557332
5,5,5,5,3,4,2,3,2,2,4,4,4,2,4,4,2,3,1,1,6,6,1,0,0,1,9,8,2,3,1,5,5,9,6,5,5,3,3,5,-0.110296568749038,0.028577510740705
4,4,5,5,5,4,4,3,3,5,4,4,5,4,4,5,2,2,1,1,6,6,1,0,0,1,9,8,2,3,1,5,5,2,4,6,6,1,1,5,0.310772166726024,0.028577510740705
5,5,5,5,5,4,4,3,3,5,4,4,5,3,3,5,4,1,1,2,5,6,1,0,1,1,12,7,2,3,1,4,5,2,5,4,7,7,1,4,0.637666740782074,-0.289792057377972
5,5,5,5,4,4,4,2,3,3,4,4,5,3,5,5,4,2,1,1,5,6,1,0,0,1,12,6,2,3,1,4,4,8,4,6,6,4,4,5,0.165419658719498,-0.375607980676616
5,5,5,5,5,5,4,3,3,5,4,4,5,4,4,5,3,2,1,2,4,6,1,0,2,1,11,8,2,3,1,4,5,13,8,7,5,1,2,6,0.637666740782074,-0.0503220682970358
5,5,5,5,4,4,4,2,3,4,4,4,5,4,5,4,2,1,1,1,6,6,2,0,1,1,12,7,2,3,1,4,5,10,4,4,7,4,5,4,-0.0132023596756852,-0.289792057377972
